Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Day Type,Day Part,Name of Metro Area,Average Daily Zone Traffic (StL Index),Percent by Home Location
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Phoenix-Mesa-Glendale, AZ",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Madison, WI",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Alexandria, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Mason City, IA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Watertown, SD",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Rapid City, SD",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Austin-Round Rock-San Marcos, TX",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Fresno, CA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Austin, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Detroit-Warren-Livonia, MI",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"New York-Northern New Jersey-Long Island, NY-NJ-PA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Atlanta-Sandy Springs-Marietta, GA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"New Ulm, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Tucson, AZ",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Tulsa, OK",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Denver-Aurora-Broomfield, CO",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Minot, ND",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Houston-Sugar Land-Baytown, TX",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Worthington, MN",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Boston-Cambridge-Quincy, MA-NH",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Cedar Rapids, IA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"Charlotte-Gastonia-Rock Hill, NC-SC",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"St. Louis, MO-IL",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),2: Recreation Hours (8am-8pm),"San Diego-Carlsbad-San Marcos, CA",4292,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Minneapolis-St. Paul-Bloomington, MN-WI",1779,0.721
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Duluth, MN-WI",1779,0.016
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Rochester, MN",1779,0.014
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"St. Cloud, MN",1779,0.013
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Eau Claire, WI",1779,0.012
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Chicago-Joliet-Naperville, IL-IN-WI",1779,0.007
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mankato-North Mankato, MN",1779,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fargo, ND-MN",1779,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Faribault-Northfield, MN",1779,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Milwaukee-Waukesha-West Allis, WI",1779,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Red Wing, MN",1779,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Sioux Falls, SD",1779,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Brainerd, MN",1779,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Des Moines-West Des Moines, IA",1779,0.004
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"La Crosse, WI-MN",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Wausau, WI",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Hutchinson, MN",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Albert Lea, MN",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Willmar, MN",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Menomonie, WI",1779,0.003
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Kansas City, MO-KS",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Bemidji, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Green Bay, WI",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Los Angeles-Long Beach-Santa Ana, CA",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fergus Falls, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Omaha-Council Bluffs, NE-IA",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Washington-Arlington-Alexandria, DC-VA-MD-WV",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Grand Forks, ND-MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Waterloo-Cedar Falls, IA",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Tucson, AZ",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Alexandria, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"St. Louis, MO-IL",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Sacramento--Arden-Arcade--Roseville, CA",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Rapid City, SD",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Bismarck, ND",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Cedar Rapids, IA",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"New Ulm, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Owatonna, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Winona, MN",1779,0.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Seattle-Tacoma-Bellevue, WA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Houston-Sugar Land-Baytown, TX",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Indianapolis-Carmel, IN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Pittsburgh, PA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Tulsa, OK",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dallas-Fort Worth-Arlington, TX",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Worthington, MN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Phoenix-Mesa-Glendale, AZ",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Minot, ND",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fayetteville-Springdale-Rogers, AR-MO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Watertown, SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Charlotte-Gastonia-Rock Hill, NC-SC",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Appleton, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"New York-Northern New Jersey-Long Island, NY-NJ-PA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Austin, MN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"San Diego-Carlsbad-San Marcos, CA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Austin-Round Rock-San Marcos, TX",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"San Francisco-Oakland-Fremont, CA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Aberdeen, SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Akron, OH",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Atlanta-Sandy Springs-Marietta, GA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Baltimore-Towson, MD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Baraboo, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Battle Creek, MI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Billings, MT",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Birmingham-Hoover, AL",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Boise City-Nampa, ID",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Boston-Cambridge-Quincy, MA-NH",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Brookings, SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Charlottesville, VA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Cheyenne, WY",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Colorado Springs, CO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dayton, OH",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Denver-Aurora-Broomfield, CO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Detroit-Warren-Livonia, MI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Dubuque, IA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Durham-Chapel Hill, NC",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Evansville, IN-KY",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fairmont, MN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Findlay, OH",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fort Collins-Loveland, CO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Fresno, CA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Helena, MT",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Hickory-Lenoir-Morganton, NC",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Jacksonville, NC",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Lafayette, IN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Las Vegas-Paradise, NV",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Lincoln, NE",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Little Rock-North Little Rock-Conway, AR",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Madison, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Manitowoc, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marinette, WI-MI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marshall, MN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Marshfield-Wisconsin Rapids, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mason City, IA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Merced, CA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Merrill, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Miami-Fort Lauderdale-Pompano Beach, FL",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Mitchell, SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Muscatine, IA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Nashville-Davidson--Murfreesboro--Franklin, TN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"North Port-Bradenton-Sarasota, FL",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Peoria, IL",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Portland-Vancouver-Hillsboro, OR-WA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Pueblo, CO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"San Antonio-New Braunfels, TX",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Scranton--Wilkes-Barre, PA",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Sioux City, IA-NE-SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Springfield, MO",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Stevens Point, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Tampa-St. Petersburg-Clearwater, FL",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Toledo, OH",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Vermillion, SD",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Wahpeton, ND-MN",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Watertown-Fort Atkinson, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Whitewater, WI",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),3: Afternoon (12noon-4pm),"Wichita, KS",1779,0.001
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Minneapolis-St. Paul-Bloomington, MN-WI",1235,1.002
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Duluth, MN-WI",1235,0.011
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Rochester, MN",1235,0.010
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"St. Cloud, MN",1235,0.009
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Eau Claire, WI",1235,0.009
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Chicago-Joliet-Naperville, IL-IN-WI",1235,0.008
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Fargo, ND-MN",1235,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Mankato-North Mankato, MN",1235,0.006
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Brainerd, MN",1235,0.005
Personal,Visitors,Trip End,5030000000001054199,Como,0: All Days (M-Su),4: Evening (4pm-8pm),"Faribault-Northfield, MN",1235,0.004
